Image,User inventory item ID,Name,Needs To Be Reordered,Has Been Reordered,Link,Estimated Value (USD),From Box,Sourced From,Tracking Link,Fulfilled,Notes,Prize ID
https://images.pokemontcg.io/cel25c/93_A_hires.png,454848a2-3bfa-4476-9f00-7d2abb43ccab,Gardevoir Ex Δ,false,false,https://prices.pokemontcg.io/tcgplayer/cel25c-93_A,2.9178082191780823,Celebrations: Classic Collection!,,,false,,167473da-25be-466f-92b3-3477d85cc8f5
https://images.pokemontcg.io/cel25c/109_A_hires.png,bede6d2d-f79e-4d35-9128-3105c9de7159,Luxray GL LV X,false,false,https://prices.pokemontcg.io/tcgplayer/cel25c-109_A,1.1712328767123288,Celebrations: Classic Collection!,,,false,,a8bced5a-4866-4462-a289-73eb5a39c55c
https://images.pokemontcg.io/cel25c/109_A_hires.png,dd4ea0b0-0c90-4d59-940c-1d1974832a1d,Luxray GL LV X,false,false,https://prices.pokemontcg.io/tcgplayer/cel25c-109_A,1.1712328767123288,Celebrations: Classic Collection!,,,false,,a8bced5a-4866-4462-a289-73eb5a39c55c
https://images.pokemontcg.io/cel25c/109_A_hires.png,836e7617-5fff-44ef-af7d-d3cd9b46c28b,Luxray GL LV X,false,false,https://prices.pokemontcg.io/tcgplayer/cel25c-109_A,1.1712328767123288,Celebrations: Classic Collection!,,,false,,a8bced5a-4866-4462-a289-73eb5a39c55c
https://images.pokemontcg.io/cel25c/109_A_hires.png,d62c7faa-0587-4f37-a9ff-e363c0098c8f,Luxray GL LV X,false,false,https://prices.pokemontcg.io/tcgplayer/cel25c-109_A,1.1712328767123288,Celebrations: Classic Collection!,,,false,,a8bced5a-4866-4462-a289-73eb5a39c55c
https://images.pokemontcg.io/cel25c/76_A_hires.png,2782b9e8-705b-4f76-b82e-d727c1cf1526,M Rayquaza EX,false,false,https://prices.pokemontcg.io/tcgplayer/cel25c-76_A,10.520547945205479,Celebrations: Classic Collection!,,,false,,05e31b27-c122-4d21-8bab-68b8078216c8
https://images.pokemontcg.io/cel25c/54_A_hires.png,2d035be3-cfe1-4b0b-872c-71cdba0daf18,Mewtwo EX,false,false,https://prices.pokemontcg.io/tcgplayer/cel25c-54_A,4.910958904109589,Celebrations: Classic Collection!,,,false,,c1d8624e-b2b1-4b24-b70a-b1b75ea188a5
https://images.pokemontcg.io/swsh9tg/TG03_hires.png,a8365ec5-367a-4da0-98bd-d2eb466e9f73,Octillery,false,false,https://prices.pokemontcg.io/tcgplayer/swsh9tg-TG03,0.8082191780821918,Brilliant Stars Trainer Gallery!,,,false,,dcd2fc6e-f908-4b38-acc3-4cce8f602f7f
https://images.pokemontcg.io/swsh9tg/TG30_hires.png,c7ea2d80-3911-4292-beae-8b437a05a150,Rapid Strike Urshifu VMAX,false,false,https://prices.pokemontcg.io/tcgplayer/swsh9tg-TG30,2.6301369863013697,Brilliant Stars Trainer Gallery!,,,false,,285c80dc-4ee1-48f8-8efa-ef4874d96fad
https://images.pokemontcg.io/cel25c/113_A_hires.png,fa18d9e3-1c44-4063-8eab-c2990e57dfed,Reshiram,false,false,https://prices.pokemontcg.io/tcgplayer/cel25c-113_A,2.705479452054795,Celebrations: Classic Collection!,,,false,,d6309243-86af-41f4-b7d6-545d61b74c12
https://images.pokemontcg.io/cel25c/113_A_hires.png,734928e8-5d60-4838-a8ff-cd7e2622fb94,Reshiram,false,false,https://prices.pokemontcg.io/tcgplayer/cel25c-113_A,2.705479452054795,Celebrations: Classic Collection!,,,false,,d6309243-86af-41f4-b7d6-545d61b74c12
https://images.pokemontcg.io/cel25c/15_C_hires.png,e36a7e12-3d63-4d24-b8f8-4851b997a102,Rockets Zapdos,false,false,https://prices.pokemontcg.io/tcgplayer/cel25c-15_A3,0.6301369863013699,Celebrations: Classic Collection!,,,false,,6710f86b-3696-407f-aad7-5eaa5dc5ad5a
